obs_date,source,metric,value,unit,note
2025-06-26,price,close,239.33,usd,
2025-06-26,price,pct_vs_entry,-4.268,pct,entry=250.0
2025-06-26,wikipedia,pageviews,6709,count,Grand_Theft_Auto_VI
2025-06-27,price,close,241.44,usd,
2025-06-27,price,pct_vs_entry,-3.424,pct,entry=250.0
2025-06-27,wikipedia,pageviews,7974,count,Grand_Theft_Auto_VI
2025-06-28,wikipedia,pageviews,6824,count,Grand_Theft_Auto_VI
2025-06-29,wikipedia,pageviews,6513,count,Grand_Theft_Auto_VI
2025-06-30,price,close,242.85,usd,
2025-06-30,price,pct_vs_entry,-2.86,pct,entry=250.0
2025-06-30,wikipedia,pageviews,5623,count,Grand_Theft_Auto_VI
2025-07-01,price,close,240.1,usd,
2025-07-01,price,pct_vs_entry,-3.96,pct,entry=250.0
2025-07-01,wikipedia,pageviews,5077,count,Grand_Theft_Auto_VI
2025-07-02,price,close,239.51,usd,
2025-07-02,price,pct_vs_entry,-4.196,pct,entry=250.0
2025-07-02,wikipedia,pageviews,5085,count,Grand_Theft_Auto_VI
2025-07-03,price,close,240.11,usd,
2025-07-03,price,pct_vs_entry,-3.956,pct,entry=250.0
2025-07-03,wikipedia,pageviews,4844,count,Grand_Theft_Auto_VI
2025-07-04,wikipedia,pageviews,5397,count,Grand_Theft_Auto_VI
2025-07-05,wikipedia,pageviews,5281,count,Grand_Theft_Auto_VI
2025-07-06,wikipedia,pageviews,5614,count,Grand_Theft_Auto_VI
2025-07-07,price,close,242.53,usd,
2025-07-07,price,pct_vs_entry,-2.988,pct,entry=250.0
2025-07-07,wikipedia,pageviews,5059,count,Grand_Theft_Auto_VI
2025-07-08,price,close,240.56,usd,
2025-07-08,price,pct_vs_entry,-3.776,pct,entry=250.0
2025-07-08,wikipedia,pageviews,4939,count,Grand_Theft_Auto_VI
2025-07-09,price,close,242.23,usd,
2025-07-09,price,pct_vs_entry,-3.108,pct,entry=250.0
2025-07-09,wikipedia,pageviews,5101,count,Grand_Theft_Auto_VI
2025-07-10,price,close,235.33,usd,
2025-07-10,price,pct_vs_entry,-5.868,pct,entry=250.0
2025-07-10,wikipedia,pageviews,5059,count,Grand_Theft_Auto_VI
2025-07-11,price,close,233.92,usd,
2025-07-11,price,pct_vs_entry,-6.432,pct,entry=250.0
2025-07-11,wikipedia,pageviews,4633,count,Grand_Theft_Auto_VI
2025-07-12,wikipedia,pageviews,4757,count,Grand_Theft_Auto_VI
2025-07-13,wikipedia,pageviews,4983,count,Grand_Theft_Auto_VI
2025-07-14,price,close,238.46,usd,
2025-07-14,price,pct_vs_entry,-4.616,pct,entry=250.0
2025-07-14,wikipedia,pageviews,4877,count,Grand_Theft_Auto_VI
2025-07-15,price,close,237.7,usd,
2025-07-15,price,pct_vs_entry,-4.92,pct,entry=250.0
2025-07-15,wikipedia,pageviews,4947,count,Grand_Theft_Auto_VI
2025-07-16,price,close,238.73,usd,
2025-07-16,price,pct_vs_entry,-4.508,pct,entry=250.0
2025-07-16,wikipedia,pageviews,4929,count,Grand_Theft_Auto_VI
2025-07-17,price,close,233.92,usd,
2025-07-17,price,pct_vs_entry,-6.432,pct,entry=250.0
2025-07-17,wikipedia,pageviews,6521,count,Grand_Theft_Auto_VI
2025-07-18,price,close,231.18,usd,
2025-07-18,price,pct_vs_entry,-7.528,pct,entry=250.0
2025-07-18,wikipedia,pageviews,5462,count,Grand_Theft_Auto_VI
2025-07-19,wikipedia,pageviews,5278,count,Grand_Theft_Auto_VI
2025-07-20,wikipedia,pageviews,5540,count,Grand_Theft_Auto_VI
2025-07-21,price,close,231.63,usd,
2025-07-21,price,pct_vs_entry,-7.348,pct,entry=250.0
2025-07-21,wikipedia,pageviews,5680,count,Grand_Theft_Auto_VI
2025-07-22,price,close,231.07,usd,
2025-07-22,price,pct_vs_entry,-7.572,pct,entry=250.0
2025-07-22,wikipedia,pageviews,5292,count,Grand_Theft_Auto_VI
2025-07-23,price,close,228.73,usd,
2025-07-23,price,pct_vs_entry,-8.508,pct,entry=250.0
2025-07-23,wikipedia,pageviews,5029,count,Grand_Theft_Auto_VI
2025-07-24,price,close,225.75,usd,
2025-07-24,price,pct_vs_entry,-9.7,pct,entry=250.0
2025-07-24,wikipedia,pageviews,5431,count,Grand_Theft_Auto_VI
2025-07-25,price,close,224.75,usd,
2025-07-25,price,pct_vs_entry,-10.1,pct,entry=250.0
2025-07-25,wikipedia,pageviews,5428,count,Grand_Theft_Auto_VI
2025-07-26,wikipedia,pageviews,5541,count,Grand_Theft_Auto_VI
2025-07-27,wikipedia,pageviews,6270,count,Grand_Theft_Auto_VI
2025-07-28,price,close,226.1,usd,
2025-07-28,price,pct_vs_entry,-9.56,pct,entry=250.0
2025-07-28,wikipedia,pageviews,6210,count,Grand_Theft_Auto_VI
2025-07-29,price,close,223.98,usd,
2025-07-29,price,pct_vs_entry,-10.408,pct,entry=250.0
2025-07-29,wikipedia,pageviews,6142,count,Grand_Theft_Auto_VI
2025-07-30,price,close,223.81,usd,
2025-07-30,price,pct_vs_entry,-10.476,pct,entry=250.0
2025-07-30,wikipedia,pageviews,7027,count,Grand_Theft_Auto_VI
2025-07-31,price,close,222.73,usd,
2025-07-31,price,pct_vs_entry,-10.908,pct,entry=250.0
2025-07-31,wikipedia,pageviews,8419,count,Grand_Theft_Auto_VI
2025-08-01,price,close,220.58,usd,
2025-08-01,price,pct_vs_entry,-11.768,pct,entry=250.0
2025-08-01,wikipedia,pageviews,7095,count,Grand_Theft_Auto_VI
2025-08-02,wikipedia,pageviews,7032,count,Grand_Theft_Auto_VI
2025-08-03,wikipedia,pageviews,7675,count,Grand_Theft_Auto_VI
2025-08-04,price,close,225.99,usd,
2025-08-04,price,pct_vs_entry,-9.604,pct,entry=250.0
2025-08-04,wikipedia,pageviews,7241,count,Grand_Theft_Auto_VI
2025-08-05,price,close,225.92,usd,
2025-08-05,price,pct_vs_entry,-9.632,pct,entry=250.0
2025-08-05,wikipedia,pageviews,6495,count,Grand_Theft_Auto_VI
2025-08-06,price,close,227.21,usd,
2025-08-06,price,pct_vs_entry,-9.116,pct,entry=250.0
2025-08-06,wikipedia,pageviews,6448,count,Grand_Theft_Auto_VI
2025-08-07,price,close,226.49,usd,
2025-08-07,price,pct_vs_entry,-9.404,pct,entry=250.0
2025-08-07,wikipedia,pageviews,6558,count,Grand_Theft_Auto_VI
2025-08-08,price,close,217.37,usd,
2025-08-08,price,pct_vs_entry,-13.052,pct,entry=250.0
2025-08-08,wikipedia,pageviews,7806,count,Grand_Theft_Auto_VI
2025-08-09,wikipedia,pageviews,10084,count,Grand_Theft_Auto_VI
2025-08-10,wikipedia,pageviews,7320,count,Grand_Theft_Auto_VI
2025-08-11,price,close,222.67,usd,
2025-08-11,price,pct_vs_entry,-10.932,pct,entry=250.0
2025-08-11,wikipedia,pageviews,6782,count,Grand_Theft_Auto_VI
2025-08-12,price,close,232.56,usd,
2025-08-12,price,pct_vs_entry,-6.976,pct,entry=250.0
2025-08-12,wikipedia,pageviews,6408,count,Grand_Theft_Auto_VI
2025-08-13,price,close,236.14,usd,
2025-08-13,price,pct_vs_entry,-5.544,pct,entry=250.0
2025-08-13,wikipedia,pageviews,5997,count,Grand_Theft_Auto_VI
2025-08-14,price,close,233.16,usd,
2025-08-14,price,pct_vs_entry,-6.736,pct,entry=250.0
2025-08-14,wikipedia,pageviews,5582,count,Grand_Theft_Auto_VI
2025-08-15,price,close,232.18,usd,
2025-08-15,price,pct_vs_entry,-7.128,pct,entry=250.0
2025-08-15,wikipedia,pageviews,5251,count,Grand_Theft_Auto_VI
2025-08-16,wikipedia,pageviews,5243,count,Grand_Theft_Auto_VI
2025-08-17,wikipedia,pageviews,5570,count,Grand_Theft_Auto_VI
2025-08-18,price,close,232.55,usd,
2025-08-18,price,pct_vs_entry,-6.98,pct,entry=250.0
2025-08-18,wikipedia,pageviews,5453,count,Grand_Theft_Auto_VI
2025-08-19,price,close,228.36,usd,
2025-08-19,price,pct_vs_entry,-8.656,pct,entry=250.0
2025-08-19,wikipedia,pageviews,5959,count,Grand_Theft_Auto_VI
2025-08-20,price,close,228.67,usd,
2025-08-20,price,pct_vs_entry,-8.532,pct,entry=250.0
2025-08-20,wikipedia,pageviews,5941,count,Grand_Theft_Auto_VI
2025-08-21,price,close,227.87,usd,
2025-08-21,price,pct_vs_entry,-8.852,pct,entry=250.0
2025-08-21,wikipedia,pageviews,6149,count,Grand_Theft_Auto_VI
2025-08-22,price,close,229.03,usd,
2025-08-22,price,pct_vs_entry,-8.388,pct,entry=250.0
2025-08-22,wikipedia,pageviews,6102,count,Grand_Theft_Auto_VI
2025-08-23,wikipedia,pageviews,5528,count,Grand_Theft_Auto_VI
2025-08-24,wikipedia,pageviews,5845,count,Grand_Theft_Auto_VI
2025-08-25,price,close,231.83,usd,
2025-08-25,price,pct_vs_entry,-7.268,pct,entry=250.0
2025-08-25,wikipedia,pageviews,6009,count,Grand_Theft_Auto_VI
2025-08-26,price,close,230.82,usd,
2025-08-26,price,pct_vs_entry,-7.672,pct,entry=250.0
2025-08-26,wikipedia,pageviews,6081,count,Grand_Theft_Auto_VI
2025-08-27,price,close,232.03,usd,
2025-08-27,price,pct_vs_entry,-7.188,pct,entry=250.0
2025-08-27,wikipedia,pageviews,6002,count,Grand_Theft_Auto_VI
2025-08-28,price,close,234.9,usd,
2025-08-28,price,pct_vs_entry,-6.04,pct,entry=250.0
2025-08-28,wikipedia,pageviews,5348,count,Grand_Theft_Auto_VI
2025-08-29,price,close,233.27,usd,
2025-08-29,price,pct_vs_entry,-6.692,pct,entry=250.0
2025-08-29,wikipedia,pageviews,5441,count,Grand_Theft_Auto_VI
2025-08-30,wikipedia,pageviews,5712,count,Grand_Theft_Auto_VI
2025-08-31,wikipedia,pageviews,5579,count,Grand_Theft_Auto_VI
2025-09-01,wikipedia,pageviews,5707,count,Grand_Theft_Auto_VI
2025-09-02,price,close,240.95,usd,
2025-09-02,price,pct_vs_entry,-3.62,pct,entry=250.0
2025-09-02,wikipedia,pageviews,5999,count,Grand_Theft_Auto_VI
2025-09-03,price,close,238.86,usd,
2025-09-03,price,pct_vs_entry,-4.456,pct,entry=250.0
2025-09-03,wikipedia,pageviews,6339,count,Grand_Theft_Auto_VI
2025-09-04,price,close,240.65,usd,
2025-09-04,price,pct_vs_entry,-3.74,pct,entry=250.0
2025-09-04,wikipedia,pageviews,6205,count,Grand_Theft_Auto_VI
2025-09-05,price,close,239.68,usd,
2025-09-05,price,pct_vs_entry,-4.128,pct,entry=250.0
2025-09-05,wikipedia,pageviews,6391,count,Grand_Theft_Auto_VI
2025-09-06,wikipedia,pageviews,5930,count,Grand_Theft_Auto_VI
2025-09-07,wikipedia,pageviews,5992,count,Grand_Theft_Auto_VI
2025-09-08,price,close,248.78,usd,
2025-09-08,price,pct_vs_entry,-0.488,pct,entry=250.0
2025-09-08,wikipedia,pageviews,5820,count,Grand_Theft_Auto_VI
2025-09-09,price,close,247.86,usd,
2025-09-09,price,pct_vs_entry,-0.856,pct,entry=250.0
2025-09-09,wikipedia,pageviews,6144,count,Grand_Theft_Auto_VI
2025-09-10,price,close,244.04,usd,
2025-09-10,price,pct_vs_entry,-2.384,pct,entry=250.0
2025-09-10,wikipedia,pageviews,5722,count,Grand_Theft_Auto_VI
2025-09-11,price,close,246.54,usd,
2025-09-11,price,pct_vs_entry,-1.384,pct,entry=250.0
2025-09-11,wikipedia,pageviews,5435,count,Grand_Theft_Auto_VI
2025-09-12,price,close,246.26,usd,
2025-09-12,price,pct_vs_entry,-1.496,pct,entry=250.0
2025-09-12,wikipedia,pageviews,5725,count,Grand_Theft_Auto_VI
2025-09-13,wikipedia,pageviews,5619,count,Grand_Theft_Auto_VI
2025-09-14,wikipedia,pageviews,6450,count,Grand_Theft_Auto_VI
2025-09-15,price,close,247.25,usd,
2025-09-15,price,pct_vs_entry,-1.1,pct,entry=250.0
2025-09-15,wikipedia,pageviews,6839,count,Grand_Theft_Auto_VI
2025-09-16,price,close,247.73,usd,
2025-09-16,price,pct_vs_entry,-0.908,pct,entry=250.0
2025-09-16,wikipedia,pageviews,7245,count,Grand_Theft_Auto_VI
2025-09-17,price,close,250.52,usd,
2025-09-17,price,pct_vs_entry,0.208,pct,entry=250.0
2025-09-17,wikipedia,pageviews,6788,count,Grand_Theft_Auto_VI
2025-09-18,price,close,249.74,usd,
2025-09-18,price,pct_vs_entry,-0.104,pct,entry=250.0
2025-09-18,wikipedia,pageviews,5968,count,Grand_Theft_Auto_VI
2025-09-19,price,close,250.85,usd,
2025-09-19,price,pct_vs_entry,0.34,pct,entry=250.0
2025-09-19,wikipedia,pageviews,5547,count,Grand_Theft_Auto_VI
2025-09-20,wikipedia,pageviews,6009,count,Grand_Theft_Auto_VI
2025-09-21,wikipedia,pageviews,6113,count,Grand_Theft_Auto_VI
2025-09-22,price,close,251.64,usd,
2025-09-22,price,pct_vs_entry,0.656,pct,entry=250.0
2025-09-22,wikipedia,pageviews,5995,count,Grand_Theft_Auto_VI
2025-09-23,price,close,251.28,usd,
2025-09-23,price,pct_vs_entry,0.512,pct,entry=250.0
2025-09-23,wikipedia,pageviews,6013,count,Grand_Theft_Auto_VI
2025-09-24,price,close,244.12,usd,
2025-09-24,price,pct_vs_entry,-2.352,pct,entry=250.0
2025-09-24,wikipedia,pageviews,6157,count,Grand_Theft_Auto_VI
2025-09-25,price,close,245.11,usd,
2025-09-25,price,pct_vs_entry,-1.956,pct,entry=250.0
2025-09-25,wikipedia,pageviews,6614,count,Grand_Theft_Auto_VI
2025-09-26,price,close,256.12,usd,
2025-09-26,price,pct_vs_entry,2.448,pct,entry=250.0
2025-09-26,wikipedia,pageviews,6035,count,Grand_Theft_Auto_VI
2025-09-27,wikipedia,pageviews,6047,count,Grand_Theft_Auto_VI
2025-09-28,wikipedia,pageviews,6546,count,Grand_Theft_Auto_VI
2025-09-29,price,close,259.96,usd,
2025-09-29,price,pct_vs_entry,3.984,pct,entry=250.0
2025-09-29,wikipedia,pageviews,6440,count,Grand_Theft_Auto_VI
2025-09-30,price,close,258.36,usd,
2025-09-30,price,pct_vs_entry,3.344,pct,entry=250.0
2025-09-30,wikipedia,pageviews,5825,count,Grand_Theft_Auto_VI
2025-10-01,price,close,255.4,usd,
2025-10-01,price,pct_vs_entry,2.16,pct,entry=250.0
2025-10-01,wikipedia,pageviews,5732,count,Grand_Theft_Auto_VI
2025-10-02,price,close,256.94,usd,
2025-10-02,price,pct_vs_entry,2.776,pct,entry=250.0
2025-10-02,wikipedia,pageviews,5837,count,Grand_Theft_Auto_VI
2025-10-03,price,close,257.68,usd,
2025-10-03,price,pct_vs_entry,3.072,pct,entry=250.0
2025-10-03,wikipedia,pageviews,5638,count,Grand_Theft_Auto_VI
2025-10-04,wikipedia,pageviews,5843,count,Grand_Theft_Auto_VI
2025-10-05,wikipedia,pageviews,6356,count,Grand_Theft_Auto_VI
2025-10-06,price,close,256.98,usd,
2025-10-06,price,pct_vs_entry,2.792,pct,entry=250.0
2025-10-06,wikipedia,pageviews,6294,count,Grand_Theft_Auto_VI
2025-10-07,price,close,260.5,usd,
2025-10-07,price,pct_vs_entry,4.2,pct,entry=250.0
2025-10-07,wikipedia,pageviews,6061,count,Grand_Theft_Auto_VI
2025-10-08,price,close,258.07,usd,
2025-10-08,price,pct_vs_entry,3.228,pct,entry=250.0
2025-10-08,wikipedia,pageviews,5998,count,Grand_Theft_Auto_VI
2025-10-09,price,close,256.69,usd,
2025-10-09,price,pct_vs_entry,2.676,pct,entry=250.0
2025-10-09,wikipedia,pageviews,6014,count,Grand_Theft_Auto_VI
2025-10-10,price,close,251.97,usd,
2025-10-10,price,pct_vs_entry,0.788,pct,entry=250.0
2025-10-10,wikipedia,pageviews,5775,count,Grand_Theft_Auto_VI
2025-10-11,wikipedia,pageviews,5529,count,Grand_Theft_Auto_VI
2025-10-12,wikipedia,pageviews,6386,count,Grand_Theft_Auto_VI
2025-10-13,price,close,256.68,usd,
2025-10-13,price,pct_vs_entry,2.672,pct,entry=250.0
2025-10-13,wikipedia,pageviews,6286,count,Grand_Theft_Auto_VI
2025-10-14,price,close,257.72,usd,
2025-10-14,price,pct_vs_entry,3.088,pct,entry=250.0
2025-10-14,wikipedia,pageviews,6164,count,Grand_Theft_Auto_VI
2025-10-15,price,close,261.5,usd,
2025-10-15,price,pct_vs_entry,4.6,pct,entry=250.0
2025-10-15,wikipedia,pageviews,6072,count,Grand_Theft_Auto_VI
2025-10-16,price,close,259.23,usd,
2025-10-16,price,pct_vs_entry,3.692,pct,entry=250.0
2025-10-16,wikipedia,pageviews,7638,count,Grand_Theft_Auto_VI
2025-10-17,price,close,261.35,usd,
2025-10-17,price,pct_vs_entry,4.54,pct,entry=250.0
2025-10-17,wikipedia,pageviews,9362,count,Grand_Theft_Auto_VI
2025-10-18,wikipedia,pageviews,8148,count,Grand_Theft_Auto_VI
2025-10-19,wikipedia,pageviews,8438,count,Grand_Theft_Auto_VI
2025-10-20,price,close,262.29,usd,
2025-10-20,price,pct_vs_entry,4.916,pct,entry=250.0
2025-10-20,wikipedia,pageviews,9266,count,Grand_Theft_Auto_VI
2025-10-21,price,close,260.28,usd,
2025-10-21,price,pct_vs_entry,4.112,pct,entry=250.0
2025-10-21,wikipedia,pageviews,7145,count,Grand_Theft_Auto_VI
2025-10-22,price,close,255.56,usd,
2025-10-22,price,pct_vs_entry,2.224,pct,entry=250.0
2025-10-22,wikipedia,pageviews,8519,count,Grand_Theft_Auto_VI
2025-10-23,price,close,254.53,usd,
2025-10-23,price,pct_vs_entry,1.812,pct,entry=250.0
2025-10-23,wikipedia,pageviews,7157,count,Grand_Theft_Auto_VI
2025-10-24,price,close,255.12,usd,
2025-10-24,price,pct_vs_entry,2.048,pct,entry=250.0
2025-10-24,wikipedia,pageviews,6780,count,Grand_Theft_Auto_VI
2025-10-25,wikipedia,pageviews,10584,count,Grand_Theft_Auto_VI
2025-10-26,wikipedia,pageviews,10257,count,Grand_Theft_Auto_VI
2025-10-27,price,close,254.27,usd,
2025-10-27,price,pct_vs_entry,1.708,pct,entry=250.0
2025-10-27,wikipedia,pageviews,7953,count,Grand_Theft_Auto_VI
2025-10-28,price,close,251.57,usd,
2025-10-28,price,pct_vs_entry,0.628,pct,entry=250.0
2025-10-28,wikipedia,pageviews,6802,count,Grand_Theft_Auto_VI
2025-10-29,price,close,251.73,usd,
2025-10-29,price,pct_vs_entry,0.692,pct,entry=250.0
2025-10-29,wikipedia,pageviews,7092,count,Grand_Theft_Auto_VI
2025-10-30,price,close,252.78,usd,
2025-10-30,price,pct_vs_entry,1.112,pct,entry=250.0
2025-10-30,wikipedia,pageviews,7231,count,Grand_Theft_Auto_VI
2025-10-31,price,close,256.37,usd,
2025-10-31,price,pct_vs_entry,2.548,pct,entry=250.0
2025-10-31,wikipedia,pageviews,6914,count,Grand_Theft_Auto_VI
2025-11-01,wikipedia,pageviews,8078,count,Grand_Theft_Auto_VI
2025-11-02,wikipedia,pageviews,9231,count,Grand_Theft_Auto_VI
2025-11-03,price,close,255.65,usd,
2025-11-03,price,pct_vs_entry,2.26,pct,entry=250.0
2025-11-03,wikipedia,pageviews,9163,count,Grand_Theft_Auto_VI
2025-11-04,price,close,252.43,usd,
2025-11-04,price,pct_vs_entry,0.972,pct,entry=250.0
2025-11-04,wikipedia,pageviews,8274,count,Grand_Theft_Auto_VI
2025-11-05,price,close,254.76,usd,
2025-11-05,price,pct_vs_entry,1.904,pct,entry=250.0
2025-11-05,wikipedia,pageviews,7792,count,Grand_Theft_Auto_VI
2025-11-06,price,close,252.4,usd,
2025-11-06,price,pct_vs_entry,0.96,pct,entry=250.0
2025-11-06,wikipedia,pageviews,46124,count,Grand_Theft_Auto_VI
2025-11-07,price,close,232.0,usd,
2025-11-07,price,pct_vs_entry,-7.2,pct,entry=250.0
2025-11-07,wikipedia,pageviews,74548,count,Grand_Theft_Auto_VI
2025-11-08,wikipedia,pageviews,25627,count,Grand_Theft_Auto_VI
2025-11-09,wikipedia,pageviews,16161,count,Grand_Theft_Auto_VI
2025-11-10,price,close,234.06,usd,
2025-11-10,price,pct_vs_entry,-6.376,pct,entry=250.0
2025-11-10,wikipedia,pageviews,15162,count,Grand_Theft_Auto_VI
2025-11-11,price,close,240.7,usd,
2025-11-11,price,pct_vs_entry,-3.72,pct,entry=250.0
2025-11-11,wikipedia,pageviews,15340,count,Grand_Theft_Auto_VI
2025-11-12,price,close,240.34,usd,
2025-11-12,price,pct_vs_entry,-3.864,pct,entry=250.0
2025-11-12,wikipedia,pageviews,12024,count,Grand_Theft_Auto_VI
2025-11-13,price,close,237.55,usd,
2025-11-13,price,pct_vs_entry,-4.98,pct,entry=250.0
2025-11-13,wikipedia,pageviews,9475,count,Grand_Theft_Auto_VI
2025-11-14,price,close,235.03,usd,
2025-11-14,price,pct_vs_entry,-5.988,pct,entry=250.0
2025-11-14,wikipedia,pageviews,8158,count,Grand_Theft_Auto_VI
2025-11-15,wikipedia,pageviews,7430,count,Grand_Theft_Auto_VI
2025-11-16,wikipedia,pageviews,7467,count,Grand_Theft_Auto_VI
2025-11-17,price,close,233.58,usd,
2025-11-17,price,pct_vs_entry,-6.568,pct,entry=250.0
2025-11-17,wikipedia,pageviews,8016,count,Grand_Theft_Auto_VI
2025-11-18,price,close,239.09,usd,
2025-11-18,price,pct_vs_entry,-4.364,pct,entry=250.0
2025-11-18,wikipedia,pageviews,7833,count,Grand_Theft_Auto_VI
2025-11-19,price,close,240.46,usd,
2025-11-19,price,pct_vs_entry,-3.816,pct,entry=250.0
2025-11-19,wikipedia,pageviews,7670,count,Grand_Theft_Auto_VI
2025-11-20,price,close,235.37,usd,
2025-11-20,price,pct_vs_entry,-5.852,pct,entry=250.0
2025-11-20,wikipedia,pageviews,7133,count,Grand_Theft_Auto_VI
2025-11-21,price,close,235.47,usd,
2025-11-21,price,pct_vs_entry,-5.812,pct,entry=250.0
2025-11-21,wikipedia,pageviews,6796,count,Grand_Theft_Auto_VI
2025-11-22,wikipedia,pageviews,6210,count,Grand_Theft_Auto_VI
2025-11-23,wikipedia,pageviews,6810,count,Grand_Theft_Auto_VI
2025-11-24,price,close,239.07,usd,
2025-11-24,price,pct_vs_entry,-4.372,pct,entry=250.0
2025-11-24,wikipedia,pageviews,6542,count,Grand_Theft_Auto_VI
2025-11-25,price,close,241.84,usd,
2025-11-25,price,pct_vs_entry,-3.264,pct,entry=250.0
2025-11-25,wikipedia,pageviews,6740,count,Grand_Theft_Auto_VI
2025-11-26,price,close,243.63,usd,
2025-11-26,price,pct_vs_entry,-2.548,pct,entry=250.0
2025-11-26,wikipedia,pageviews,6621,count,Grand_Theft_Auto_VI
2025-11-27,wikipedia,pageviews,6489,count,Grand_Theft_Auto_VI
2025-11-28,price,close,246.07,usd,
2025-11-28,price,pct_vs_entry,-1.572,pct,entry=250.0
2025-11-28,wikipedia,pageviews,6311,count,Grand_Theft_Auto_VI
2025-11-29,wikipedia,pageviews,6154,count,Grand_Theft_Auto_VI
2025-11-30,wikipedia,pageviews,7144,count,Grand_Theft_Auto_VI
2025-12-01,price,close,249.34,usd,
2025-12-01,price,pct_vs_entry,-0.264,pct,entry=250.0
2025-12-01,wikipedia,pageviews,8846,count,Grand_Theft_Auto_VI
2025-12-02,price,close,246.83,usd,
2025-12-02,price,pct_vs_entry,-1.268,pct,entry=250.0
2025-12-02,wikipedia,pageviews,7206,count,Grand_Theft_Auto_VI
2025-12-03,price,close,244.95,usd,
2025-12-03,price,pct_vs_entry,-2.02,pct,entry=250.0
2025-12-03,wikipedia,pageviews,6023,count,Grand_Theft_Auto_VI
2025-12-04,price,close,247.51,usd,
2025-12-04,price,pct_vs_entry,-0.996,pct,entry=250.0
2025-12-04,wikipedia,pageviews,6058,count,Grand_Theft_Auto_VI
2025-12-05,price,close,247.88,usd,
2025-12-05,price,pct_vs_entry,-0.848,pct,entry=250.0
2025-12-05,wikipedia,pageviews,5721,count,Grand_Theft_Auto_VI
2025-12-06,wikipedia,pageviews,5988,count,Grand_Theft_Auto_VI
2025-12-07,wikipedia,pageviews,6345,count,Grand_Theft_Auto_VI
2025-12-08,price,close,247.28,usd,
2025-12-08,price,pct_vs_entry,-1.088,pct,entry=250.0
2025-12-08,wikipedia,pageviews,6244,count,Grand_Theft_Auto_VI
2025-12-09,price,close,248.73,usd,
2025-12-09,price,pct_vs_entry,-0.508,pct,entry=250.0
2025-12-09,wikipedia,pageviews,5979,count,Grand_Theft_Auto_VI
2025-12-10,price,close,246.02,usd,
2025-12-10,price,pct_vs_entry,-1.592,pct,entry=250.0
2025-12-10,wikipedia,pageviews,5967,count,Grand_Theft_Auto_VI
2025-12-11,price,close,242.41,usd,
2025-12-11,price,pct_vs_entry,-3.036,pct,entry=250.0
2025-12-11,wikipedia,pageviews,6108,count,Grand_Theft_Auto_VI
2025-12-12,price,close,241.47,usd,
2025-12-12,price,pct_vs_entry,-3.412,pct,entry=250.0
2025-12-12,wikipedia,pageviews,10692,count,Grand_Theft_Auto_VI
2025-12-13,wikipedia,pageviews,7455,count,Grand_Theft_Auto_VI
2025-12-14,wikipedia,pageviews,7086,count,Grand_Theft_Auto_VI
2025-12-15,price,close,244.56,usd,
2025-12-15,price,pct_vs_entry,-2.176,pct,entry=250.0
2025-12-15,wikipedia,pageviews,6650,count,Grand_Theft_Auto_VI
2025-12-16,price,close,244.53,usd,
2025-12-16,price,pct_vs_entry,-2.188,pct,entry=250.0
2025-12-16,wikipedia,pageviews,6105,count,Grand_Theft_Auto_VI
2025-12-17,price,close,240.55,usd,
2025-12-17,price,pct_vs_entry,-3.78,pct,entry=250.0
2025-12-17,wikipedia,pageviews,5785,count,Grand_Theft_Auto_VI
2025-12-18,price,close,246.65,usd,
2025-12-18,price,pct_vs_entry,-1.34,pct,entry=250.0
2025-12-18,wikipedia,pageviews,5505,count,Grand_Theft_Auto_VI
2025-12-19,price,close,247.4,usd,
2025-12-19,price,pct_vs_entry,-1.04,pct,entry=250.0
2025-12-19,wikipedia,pageviews,5274,count,Grand_Theft_Auto_VI
2025-12-20,wikipedia,pageviews,5624,count,Grand_Theft_Auto_VI
2025-12-21,wikipedia,pageviews,5717,count,Grand_Theft_Auto_VI
2025-12-22,price,close,248.58,usd,
2025-12-22,price,pct_vs_entry,-0.568,pct,entry=250.0
2025-12-22,wikipedia,pageviews,5828,count,Grand_Theft_Auto_VI
2025-12-23,price,close,249.23,usd,
2025-12-23,price,pct_vs_entry,-0.308,pct,entry=250.0
2025-12-23,wikipedia,pageviews,6277,count,Grand_Theft_Auto_VI
2025-12-24,price,close,251.6,usd,
2025-12-24,price,pct_vs_entry,0.64,pct,entry=250.0
2025-12-24,wikipedia,pageviews,6316,count,Grand_Theft_Auto_VI
2025-12-25,wikipedia,pageviews,6705,count,Grand_Theft_Auto_VI
2025-12-26,price,close,256.09,usd,
2025-12-26,price,pct_vs_entry,2.436,pct,entry=250.0
2025-12-26,wikipedia,pageviews,7391,count,Grand_Theft_Auto_VI
2025-12-27,wikipedia,pageviews,7507,count,Grand_Theft_Auto_VI
2025-12-28,wikipedia,pageviews,8789,count,Grand_Theft_Auto_VI
2025-12-29,price,close,255.7,usd,
2025-12-29,price,pct_vs_entry,2.28,pct,entry=250.0
2025-12-29,wikipedia,pageviews,9557,count,Grand_Theft_Auto_VI
2025-12-30,price,close,257.91,usd,
2025-12-30,price,pct_vs_entry,3.164,pct,entry=250.0
2025-12-30,wikipedia,pageviews,12308,count,Grand_Theft_Auto_VI
2025-12-31,price,close,256.03,usd,
2025-12-31,price,pct_vs_entry,2.412,pct,entry=250.0
2025-12-31,wikipedia,pageviews,10378,count,Grand_Theft_Auto_VI
